35 575
9 13 25
9 14 11
9 15 31
9 16 65
9 17 9
9 18 27
9 19 51
9 20 65
9 21 8
9 22 18
9 23 36
9 24 16
9 25 19
9 26 17
9 27 7
9 28 54
9 29 48
9 30 21
9 31 6
9 32 64
9 33 62
9 34 61
9 35 55
10 11 68
10 12 39
10 13 64
10 14 44
10 15 11
10 16 63
10 17 62
10 18 65
10 19 25
10 20 73
10 21 18
10 22 52
10 23 54
10 24 31
10 25 10
10 26 24
10 27 8
10 28 64
10 29 14
10 30 77
10 31 10
10 32 60
10 33 25
10 34 15
10 35 75
11 12 56
11 13 46
11 14 26
11 15 23
11 16 58
11 17 10
11 18 65
11 19 9
11 20 49
11 21 54
11 22 73
11 23 62
11 24 61
11 25 59
11 26 10
11 27 62
11 28 19
11 29 50
11 30 37
11 31 34
11 32 65
11 33 6
11 34 44
11 35 66
12 13 61
12 14 58
12 15 25
12 16 47
12 17 5
12 18 67
12 19 74
12 20 52
12 21 33
12 22 9
12 23 24
12 24 37
12 25 61
12 26 48
12 27 41
12 28 29
12 29 29
12 30 26
12 31 69
12 32 54
12 33 37
12 34 74
12 35 23
13 14 71
13 15 43
13 16 43
13 17 21
13 18 60
13 19 5
13 20 30
13 21 70
13 22 72
13 23 68
13 24 20
13 25 61
13 26 31
13 27 42
13 28 43
13 29 29
13 30 40
13 31 19
13 32 53
13 33 24
13 34 69
13 35 48
14 15 42
14 16 36
14 17 40
14 18 8
14 19 78
14 20 27
14 21 17
14 22 35
14 23 78
14 24 43
14 25 50
14 26 40
14 27 19
14 28 60
14 29 55
14 30 57
14 31 70
14 32 47
14 33 29
14 34 52
14 35 16
15 16 18
15 17 57
15 18 42
15 19 8
15 20 20
15 21 44
15 22 71
15 23 67
15 24 47
15 25 12
15 26 75
15 27 42
15 28 60
15 29 9
15 30 32
15 31 54
15 32 39
15 33 21
15 34 28
15 35 23
16 17 6
16 18 50
16 19 54
16 20 66
16 21 26
16 22 24
16 23 7
16 24 69
16 25 48
16 26 51
16 27 61
16 28 24
16 29 76
16 30 9
16 31 59
16 32 17
16 33 16
16 34 28
16 35 33
18 19 5
18 20 19
18 21 54
18 22 69
18 23 17
18 24 16
18 25 78
18 26 26
18 27 60
18 28 70
18 29 74
18 30 33
18 31 13
18 32 13
18 33 22
18 34 5
18 35 18
19 20 31
19 21 77
19 22 48
19 23 48
19 24 46
19 25 57
19 26 12
19 27 44
19 28 17
19 29 78
19 30 21
19 31 79
19 32 56
19 33 20
19 34 16
19 35 72
20 21 5
20 22 61
20 23 17
20 24 39
20 25 9
20 26 24
20 27 69
20 28 22
20 29 44
20 30 76
20 31 60
20 32 16
20 33 31
20 34 35
20 35 55
21 22 73
21 23 57
21 24 23
21 25 17
21 26 17
21 27 6
21 28 12
21 29 17
21 30 48
21 31 49
21 32 38
21 33 8
21 34 36
21 35 23
22 23 37
22 24 34
22 25 60
22 26 8
22 27 68
22 28 13
22 29 19
22 30 16
22 31 54
22 32 7
22 33 29
22 34 60
22 35 48
23 24 21
23 25 54
23 26 34
23 27 10
23 28 56
23 29 78
23 30 33
23 31 61
23 32 59
23 33 51
23 34 75
23 35 74
24 25 8
24 26 6
24 27 49
24 28 67
24 29 70
24 30 47
24 31 28
24 32 25
24 33 64
24 34 9
24 35 68
25 26 67
25 27 58
25 28 49
25 29 31
25 30 40
25 31 26
25 32 48
25 33 66
25 34 31
25 35 21
26 27 79
26 28 46
26 29 39
26 30 10
26 31 8
26 32 43
26 33 62
26 34 73
26 35 77
27 28 45
27 29 42
27 30 76
27 31 39
27 32 29
27 33 24
27 34 39
27 35 23
28 29 8
28 30 58
28 31 32
28 32 49
28 33 46
28 34 12
28 35 46
29 30 78
29 31 17
29 32 51
29 33 29
29 34 31
29 35 47
30 31 52
30 32 76
30 33 17
30 34 75
30 35 58
31 32 52
31 33 76
31 34 17
31 35 54
32 33 39
32 34 11
32 35 77
33 34 41
33 35 45
35
