200 10557
4 13 51
4 14 50
4 15 38
4 16 70
4 17 44
4 18 58
4 19 56
4 20 61
4 21 60
4 22 38
4 23 3
4 24 64
4 25 69
4 26 68
4 27 70
4 28 54
4 29 60
4 30 21
4 31 42
4 32 20
4 33 66
4 34 61
4 35 72
4 36 11
4 37 71
4 38 21
4 39 60
4 40 57
4 41 12
4 42 61
4 43 52
4 44 38
4 45 65
4 46 47
4 47 29
4 48 51
4 49 75
4 50 46
4 51 51
4 52 25
4 53 15
4 54 27
4 55 56
4 56 26
4 57 74
4 58 2
4 59 49
4 60 17
4 61 27
4 62 29
4 63 32
4 64 54
4 65 49
4 66 73
4 67 32
4 68 33
4 69 71
5 6 30
5 7 52
5 8 13
5 9 33
5 10 35
5 11 38
5 12 57
5 13 8
5 14 37
5 15 21
5 16 6
5 17 39
5 18 35
5 19 12
5 20 23
5 21 11
5 22 8
5 23 33
5 24 7
5 25 74
5 26 48
5 27 25
5 28 55
5 29 62
5 30 43
5 31 24
5 32 58
5 33 18
5 34 49
5 35 68
5 36 40
5 37 29
5 38 22
5 39 73
5 40 66
5 41 49
5 42 6
5 43 12
5 44 62
5 45 59
5 46 20
5 47 4
5 48 75
5 49 57
5 50 7
5 51 23
5 52 43
5 53 28
5 54 30
5 55 36
5 56 40
5 57 57
5 58 3
5 59 9
5 60 57
5 61 64
5 62 47
5 63 6
5 64 15
5 65 53
5 66 66
5 67 72
5 68 65
5 69 41
5 70 9
6 7 34
6 8 40
6 9 67
6 10 73
6 11 15
6 12 74
6 13 73
6 14 67
6 15 9
6 16 47
6 17 26
6 18 60
6 19 70
6 20 21
6 21 51
6 22 49
6 23 55
6 24 57
6 25 1
6 26 8
6 27 39
6 28 59
6 29 1
6 30 55
6 31 41
6 32 14
6 33 62
6 34 38
6 35 46
6 36 60
6 37 70
6 38 45
6 39 15
6 40 52
6 41 41
6 42 28
6 43 13
6 44 61
6 45 29
6 46 24
6 47 30
6 48 70
6 49 62
6 50 28
6 51 7
6 52 12
6 53 56
6 54 15
6 55 43
6 56 23
6 57 24
6 58 21
6 59 37
6 60 42
6 61 60
6 62 74
6 63 51
6 64 21
6 65 35
6 66 59
6 67 58
6 68 1
6 69 57
6 70 71
6 71 57
7 8 11
7 9 32
7 10 65
7 11 52
7 12 45
7 13 50
7 14 35
7 15 46
7 16 27
7 17 26
7 18 45
7 19 53
7 20 11
7 21 43
7 22 23
7 23 7
7 24 51
7 25 54
7 26 22
7 27 9
7 28 65
7 29 72
7 30 59
7 31 27
7 32 51
7 33 38
7 34 55
7 35 33
7 36 28
7 37 42
7 38 46
7 39 11
7 40 6
7 41 21
7 42 14
7 43 73
7 44 47
7 45 46
7 46 20
7 47 43
7 48 8
7 49 10
7 50 50
7 51 49
7 52 31
7 53 52
7 54 67
7 55 48
7 56 16
7 57 34
7 58 63
7 59 56
7 60 60
7 61 60
7 62 17
7 63 55
7 64 31
7 65 3
7 66 20
7 67 65
7 68 50
7 69 13
7 70 59
7 71 26
7 72 47
8 9 54
8 10 24
8 11 39
8 12 64
8 13 75
8 14 66
8 15 49
8 16 31
8 17 71
8 18 46
8 19 26
8 20 74
8 21 42
8 22 56
8 23 62
8 24 17
8 25 49
8 26 27
8 27 35
8 28 9
8 29 60
8 30 40
8 31 11
8 32 7
8 33 2
8 34 54
8 35 59
8 36 43
8 37 70
8 38 55
8 39 61
8 40 67
8 41 23
8 42 69
8 43 16
8 44 40
8 45 43
8 46 52
8 47 30
8 48 4
8 49 37
8 50 50
8 51 63
8 52 9
8 53 21
8 54 19
8 55 11
8 56 31
8 57 72
8 58 35
8 59 7
8 60 66
8 61 26
8 62 9
8 63 17
8 64 36
8 65 62
8 66 56
8 67 34
8 68 65
8 69 70
8 70 61
8 71 29
8 72 11
8 73 7
9 10 40
9 11 12
9 12 51
9 13 6
9 14 56
9 15 9
9 16 42
9 17 37
9 18 29
9 19 64
9 20 41
9 21 49
9 22 6
9 23 45
9 24 38
9 25 39
9 26 45
9 27 56
9 28 34
9 29 13
9 30 33
9 31 11
9 32 6
9 33 33
9 34 45
9 35 62
9 36 50
9 37 45
9 38 29
9 39 26
9 40 31
9 41 26
9 42 19
9 43 4
9 44 23
9 45 37
9 46 28
9 47 33
9 48 27
9 49 20
9 50 68
9 51 12
9 52 5
9 53 56
9 54 66
9 55 4
9 56 62
9 57 38
9 58 59
9 59 18
9 60 67
9 61 68
9 62 5
9 63 53
9 64 54
9 65 1
9 66 71
9 67 72
9 68 53
9 69 46
9 70 67
9 71 35
9 72 16
9 73 38
9 74 43
10 11 57
10 12 42
10 13 51
10 14 71
10 15 32
10 16 69
10 17 44
10 18 64
10 19 26
10 20 7
10 21 66
10 22 40
10 23 53
10 24 62
10 25 40
10 26 56
10 27 65
10 28 22
10 29 31
10 30 60
10 31 25
10 32 59
10 33 71
10 34 22
10 35 15
10 36 6
10 37 42
10 38 60
10 39 72
10 40 39
10 41 26
10 42 20
10 43 10
10 44 34
10 45 36
10 46 67
10 47 63
10 48 58
10 49 13
10 50 44
10 51 5
10 52 47
10 53 33
10 54 58
10 55 23
10 56 4
10 57 20
10 58 19
10 59 15
10 60 51
10 61 29
10 62 6
10 63 31
10 64 28
10 65 34
10 66 69
10 67 19
10 68 74
10 69 31
10 70 61
10 71 44
10 72 68
10 73 74
10 74 16
10 75 72
11 12 2
11 13 46
11 14 25
11 15 33
11 16 72
11 17 5
11 18 49
11 19 55
11 20 16
11 21 20
11 22 68
11 23 20
11 24 66
11 25 11
11 26 13
11 27 15
11 28 5
11 29 44
11 30 63
11 31 68
11 32 37
11 33 56
11 34 42
11 35 74
11 36 74
11 37 37
11 38 3
11 39 44
11 40 37
11 41 5
11 42 51
11 43 75
11 44 34
11 45 39
11 46 12
11 47 40
11 48 19
11 49 36
11 50 45
11 51 61
11 52 34
11 53 58
11 54 57
11 55 5
11 56 23
11 57 75
11 58 65
11 59 49
11 60 53
11 61 2
11 62 10
11 63 31
11 64 74
11 65 39
11 66 27
11 67 73
11 68 59
11 69 67
11 70 14
11 71 28
11 72 57
11 73 61
11 74 52
11 75 23
11 76 8
12 13 74
12 14 25
12 15 21
12 16 15
12 17 71
12 18 42
12 19 15
12 20 47
12 21 43
12 22 49
12 23 10
12 24 17
12 25 61
12 26 2
12 27 64
12 28 63
12 29 74
12 30 33
12 31 49
12 32 73
12 33 74
12 34 32
12 35 42
12 36 71
12 37 42
12 38 16
12 39 1
12 40 21
12 41 56
12 42 24
12 43 20
12 44 7
12 45 2
12 46 64
12 47 33
12 48 40
12 49 41
12 50 66
12 51 23
12 52 44
12 53 34
12 54 65
12 55 15
12 56 74
12 57 34
12 58 69
12 59 41
12 60 71
12 61 32
12 62 31
12 63 75
12 64 18
12 65 12
12 66 51
12 67 46
12 68 57
12 69 3
12 70 51
12 71 62
12 72 11
12 73 22
12 74 71
12 75 35
12 76 53
12 77 29
13 14 51
13 15 45
13 16 47
13 17 48
13 18 28
13 19 24
13 20 55
13 21 62
13 22 49
13 23 67
13 24 72
13 25 25
13 26 53
13 27 17
13 28 58
13 29 33
13 30 5
13 31 75
13 32 70
13 33 1
13 34 23
13 35 4
13 36 28
13 37 30
13 38 49
13 39 7
13 40 63
13 41 6
13 42 32
13 43 29
13 44 30
13 45 62
13 46 16
13 47 50
13 48 35
13 49 7
13 50 25
13 51 28
13 52 40
13 53 12
13 54 54
13 55 73
13 56 72
13 57 56
13 58 5
13 59 12
13 60 2
13 61 45
13 62 55
13 63 15
13 64 60
13 65 24
13 66 58
13 67 21
13 68 21
13 69 20
13 70 15
13 71 63
13 72 74
13 73 69
13 74 59
13 75 65
13 76 10
13 77 32
13 78 43
14 15 61
14 16 45
14 17 33
14 18 19
14 19 60
14 20 46
14 21 23
14 22 26
14 23 74
14 24 39
14 25 44
14 26 10
14 27 46
14 28 6
14 29 75
14 30 56
14 31 49
14 32 17
14 33 25
14 34 66
14 35 67
14 36 9
14 37 7
14 38 17
14 39 15
14 40 10
14 41 34
14 42 55
14 43 27
14 44 29
14 45 7
14 46 68
14 47 2
14 48 53
14 49 54
14 50 27
14 51 12
14 52 7
14 53 56
14 54 31
14 55 26
14 56 59
14 57 9
14 58 45
14 59 48
14 60 10
14 61 70
14 62 1
14 63 47
14 64 24
14 65 55
14 66 66
14 67 61
14 68 44
14 69 2
14 70 12
14 71 43
14 72 39
14 73 68
14 74 68
14 75 71
14 76 41
14 77 13
14 78 37
14 79 44
15 16 25
15 17 52
15 18 58
15 19 17
15 20 54
15 21 22
15 22 43
15 23 49
15 24 10
15 25 54
15 26 10
15 27 69
15 28 18
15 29 5
15 30 14
15 31 26
15 32 10
15 33 1
15 34 17
15 35 25
15 36 69
15 37 61
15 38 47
15 39 34
15 40 10
15 41 1
15 42 25
15 43 24
15 44 50
15 45 31
15 46 74
15 47 13
15 48 44
15 49 44
15 50 49
15 51 42
15 52 13
15 53 58
15 54 31
15 55 70
15 56 57
15 57 33
15 58 55
15 59 37
15 60 49
15 61 15
15 62 2
15 63 43
15 64 13
15 65 20
15 66 22
15 67 10
15 68 17
15 69 60
15 70 46
15 71 20
15 72 59
15 73 57
15 74 41
15 75 48
15 76 40
15 77 52
15 78 11
15 79 51
15 80 70
16 17 47
16 18 16
16 19 51
16 20 3
16 21 74
16 22 16
16 23 51
16 24 10
16 25 37
16 26 16
16 27 40
16 28 65
16 29 62
16 30 56
16 31 32
16 32 7
16 33 16
16 34 72
16 35 34
16 36 48
16 37 16
16 38 49
16 39 56
16 40 5
16 41 8
16 42 42
16 43 64
16 44 37
16 45 24
16 46 24
16 47 30
16 48 68
16 49 60
16 50 68
16 51 29
16 52 5
16 53 23
16 54 25
16 55 37
16 56 52
16 57 43
16 58 46
16 59 62
16 60 19
16 61 24
16 62 75
16 63 29
16 64 44
16 65 5
16 66 36
16 67 52
16 68 39
16 69 46
16 70 6
16 71 65
16 72 11
16 73 49
16 74 75
16 75 20
16 76 38
16 77 51
16 78 63
16 79 3
16 80 55
16 81 22
17 18 42
17 19 12
17 20 29
17 21 45
17 22 74
17 23 11
17 24 18
17 25 51
17 26 69
17 27 33
17 28 55
17 29 12
17 30 26
17 31 45
17 32 41
17 33 61
17 34 64
17 35 63
17 36 24
17 37 17
17 38 4
17 39 70
17 40 50
17 41 47
17 42 31
17 43 42
17 44 60
17 45 65
17 46 13
17 47 24
17 48 48
17 49 12
17 50 40
17 51 55
17 52 33
17 53 59
17 54 15
17 55 59
17 56 68
17 57 17
17 58 4
17 59 12
17 60 50
17 61 52
17 62 25
17 63 58
17 64 62
17 65 71
17 66 37
17 67 17
17 68 33
17 69 61
17 70 27
17 71 44
17 72 28
17 73 59
17 74 14
17 75 57
17 76 54
17 77 1
17 78 44
17 79 42
17 80 20
17 81 74
17 82 72
18 19 51
18 20 21
18 21 40
18 22 25
18 23 36
18 24 30
18 25 13
18 26 74
18 27 9
18 28 58
18 29 29
18 30 13
18 31 10
18 32 48
18 33 28
18 34 26
18 35 48
18 36 66
18 37 51
18 38 73
18 39 17
18 40 36
18 41 57
18 42 6
18 43 69
18 44 29
18 45 47
18 46 32
18 47 51
18 48 15
18 49 75
18 50 58
18 51 15
18 52 24
18 53 37
18 54 70
18 55 55
18 56 27
18 57 66
18 58 42
18 59 63
18 60 72
18 61 71
18 62 35
18 63 59
18 64 27
18 65 5
18 66 60
18 67 13
18 68 1
18 69 56
18 70 62
18 71 14
18 72 60
18 73 44
18 74 62
18 75 51
18 76 13
18 77 41
18 78 5
18 79 37
18 80 66
18 81 74
18 82 24
18 83 52
19 20 34
19 21 49
19 22 39
19 23 63
19 24 51
19 25 8
19 26 44
19 27 44
19 28 8
19 29 52
19 30 35
19 31 28
19 32 27
19 33 15
19 34 52
19 35 45
19 36 33
19 37 74
19 38 60
19 39 43
19 40 8
19 41 58
19 42 57
19 43 12
19 44 53
19 45 64
19 46 45
19 47 59
19 48 35
19 49 2
19 50 73
19 51 51
19 52 70
19 53 36
19 54 54
19 55 49
19 56 65
19 57 43
19 58 67
19 59 3
19 60 49
19 61 58
19 62 27
19 63 44
19 64 2
19 65 12
19 66 1
19 67 51
19 68 10
19 69 53
19 70 54
19 71 13
19 72 37
19 73 44
19 74 5
19 75 41
19 76 69
19 77 26
19 78 41
19 79 28
19 80 32
19 81 75
19 82 48
19 83 66
19 84 72
20 21 27
20 22 11
20 23 62
20 24 61
20 25 62
20 26 44
20 27 51
20 28 62
20 29 32
20 30 73
20 31 65
20 32 70
20 33 36
20 34 1
20 35 36
20 36 28
20 37 54
20 38 14
20 39 6
20 40 73
20 41 53
20 42 51
20 43 40
20 44 31
20 45 39
20 46 63
20 47 68
20 48 5
20 49 75
20 50 63
20 51 23
20 52 5
20 53 47
20 54 45
20 55 42
20 56 5
20 57 57
20 58 4
20 59 21
20 60 63
20 61 46
20 62 18
20 63 39
20 64 61
20 65 67
20 66 47
20 67 63
20 68 6
20 69 3
20 70 15
20 71 3
20 72 67
20 73 35
20 74 54
20 75 42
20 76 7
20 77 20
20 78 13
20 79 23
20 80 49
20 81 60
20 82 70
20 83 17
20 84 20
20 85 48
21 22 10
21 23 51
21 24 4
21 25 69
21 26 20
21 27 15
21 28 71
21 29 57
21 30 16
21 31 34
21 32 11
21 33 15
21 34 44
21 35 30
21 36 18
21 37 52
21 38 40
21 39 38
21 40 20
21 41 55
21 42 15
21 43 65
21 44 58
21 45 68
21 46 71
21 47 38
21 48 56
21 49 37
21 50 8
21 51 24
21 52 36
21 53 29
21 54 52
21 55 59
21 56 31
21 57 26
21 58 73
21 59 27
21 60 71
21 61 58
21 62 26
21 63 69
21 64 41
21 65 71
21 66 28
21 67 51
21 68 7
21 69 55
21 70 71
21 71 26
21 72 19
21 73 32
21 74 3
21 75 27
21 76 56
21 77 35
21 78 2
21 79 1
21 80 31
21 81 63
21 82 42
21 83 69
21 84 62
21 85 41
21 86 13
22 23 68
22 24 73
22 25 51
22 26 70
22 27 71
22 28 75
22 29 62
22 30 75
22 31 59
22 32 17
22 33 63
22 34 42
22 35 54
22 36 28
22 37 55
22 38 19
22 39 66
22 40 48
22 41 10
22 42 12
22 43 3
22 44 30
22 45 22
22 46 22
22 47 8
22 48 4
22 49 72
22 50 35
22 51 4
22 52 25
22 53 61
22 54 58
22 55 58
22 56 29
22 57 58
22 58 24
22 59 3
22 60 3
22 61 20
22 62 41
22 63 66
22 64 42
22 65 19
22 66 22
22 67 15
22 68 27
22 69 68
22 70 33
22 71 36
22 72 60
22 73 6
22 74 27
22 75 29
22 76 45
22 77 37
22 78 11
22 79 69
22 80 2
22 81 45
22 82 15
22 83 28
22 84 58
22 85 41
22 86 71
22 87 1
23 24 39
23 25 36
23 26 20
23 27 8
23 28 34
23 29 13
23 30 25
23 31 6
23 32 74
23 33 70
23 34 36
23 35 3
23 36 73
23 37 43
23 38 12
23 39 34
23 40 69
23 41 31
23 42 46
23 43 69
23 44 31
23 45 66
23 46 40
23 47 51
23 48 47
23 49 9
23 50 38
23 51 12
23 52 18
23 53 29
23 54 75
23 55 65
23 56 43
23 57 20
23 58 27
23 59 12
23 60 63
23 61 33
23 62 43
23 63 12
23 64 32
23 65 41
23 66 46
23 67 5
23 68 69
23 69 25
23 70 67
23 71 67
23 72 40
23 73 57
23 74 59
23 75 27
23 76 44
23 77 70
23 78 24
23 79 14
23 80 49
23 81 7
23 82 33
23 83 65
23 84 7
23 85 18
23 86 17
23 87 35
23 88 71
24 25 40
24 26 46
24 27 43
24 28 63
24 29 75
24 30 47
24 31 55
24 32 28
24 33 19
24 34 32
24 35 15
24 36 31
24 37 58
24 38 1
24 39 40
24 40 53
24 41 47
24 42 50
24 43 13
24 44 27
24 45 56
24 46 35
24 47 29
24 48 53
24 49 61
24 50 38
24 51 33
24 52 4
24 53 5
24 54 16
24 55 73
24 56 72
24 57 12
24 58 55
24 59 17
24 60 37
24 61 62
24 62 48
24 63 60
24 64 31
24 65 24
24 66 71
24 67 23
24 68 70
24 69 69
24 70 26
24 71 65
24 72 33
24 73 38
24 74 73
24 75 28
24 76 4
24 77 45
24 78 69
24 79 34
24 80 67
24 81 60
24 82 27
24 83 13
24 84 35
24 85 67
24 86 19
24 87 30
24 88 51
24 89 25
25 26 33
25 27 40
25 28 55
25 29 32
25 30 12
25 31 63
25 32 12
25 33 23
25 34 52
25 35 19
25 36 54
25 37 56
25 38 4
25 39 13
25 40 37
25 41 62
25 42 24
25 43 33
25 44 69
25 45 47
25 46 44
25 47 35
25 48 62
25 49 46
25 50 69
25 51 23
25 52 48
25 53 12
25 54 29
25 55 54
25 56 18
25 57 44
25 58 30
25 59 7
25 60 27
25 61 24
25 62 10
25 63 40
25 64 61
25 65 21
25 66 23
25 67 68
25 68 43
25 69 60
25 70 4
25 71 66
25 72 36
25 73 60
25 74 5
25 75 71
25 76 70
25 77 10
25 78 66
25 79 6
25 80 67
25 81 53
25 82 9
25 83 42
25 84 13
25 85 54
25 86 74
25 87 72
25 88 43
25 89 6
25 90 15
26 27 60
26 28 4
26 29 45
26 30 31
26 31 37
26 32 52
26 33 71
26 34 13
26 35 62
26 36 60
26 37 25
26 38 19
26 39 2
26 40 13
26 41 25
26 42 30
26 43 55
26 44 14
26 45 9
26 46 14
26 47 39
26 48 39
26 49 46
26 50 2
26 51 22
26 52 47
26 53 65
26 54 32
26 55 47
26 56 23
26 57 16
26 58 33
26 59 27
26 60 34
26 61 57
26 62 58
26 63 69
26 64 6
26 65 18
26 66 42
26 67 4
26 68 22
26 69 14
26 70 22
26 71 20
26 72 54
26 73 5
26 74 67
26 75 26
26 76 55
26 77 3
26 78 49
26 79 63
26 80 69
26 81 36
26 82 3
26 83 4
26 84 52
26 85 59
26 86 38
26 87 6
26 88 37
26 89 9
26 90 41
26 91 75
27 28 9
27 29 29
27 30 2
27 31 47
27 32 43
27 33 22
27 34 13
27 35 54
27 36 29
27 37 50
27 38 69
27 39 64
27 40 75
27 41 14
27 42 4
27 43 21
27 44 73
27 45 53
27 46 23
27 47 43
27 48 2
27 49 10
27 50 47
27 51 50
27 52 15
27 53 59
27 54 55
27 55 19
27 56 29
27 57 11
27 58 51
27 59 21
27 60 23
27 61 19
27 62 18
27 63 15
27 64 19
27 65 56
27 66 26
27 67 14
27 68 74
27 69 1
27 70 17
27 71 16
27 72 14
27 73 4
27 74 16
27 75 47
27 76 55
27 77 27
27 78 48
27 79 49
27 80 15
27 81 12
27 82 10
27 83 13
27 84 72
27 85 42
27 86 40
27 87 27
27 88 67
27 89 39
27 90 16
27 91 50
27 92 3
28 29 28
28 30 69
28 31 73
28 32 49
28 33 25
28 34 70
28 35 15
28 36 73
28 37 27
28 38 14
28 39 54
28 40 54
28 41 67
28 42 30
28 43 45
28 44 45
28 45 1
28 46 70
28 47 26
28 48 11
28 49 46
28 50 42
28 51 22
28 52 62
28 53 28
28 54 62
28 55 10
28 56 52
28 57 71
28 58 53
28 59 16
28 60 52
28 61 43
28 62 32
28 63 32
28 64 41
28 65 15
28 66 38
28 67 70
28 68 16
28 69 43
28 70 58
28 71 16
28 72 32
28 73 45
28 74 68
28 75 26
28 76 58
28 77 38
28 78 23
28 79 36
28 80 33
28 81 47
28 82 44
28 83 14
28 84 75
28 85 3
28 86 14
28 87 56
28 88 10
28 89 45
28 90 37
28 91 31
28 92 43
28 93 12
29 30 31
29 31 10
29 32 52
29 33 48
29 34 27
29 35 68
29 36 65
29 37 39
29 38 54
29 39 44
29 40 53
29 41 29
29 42 33
29 43 68
29 44 23
29 45 66
29 46 74
29 47 27
29 48 12
29 49 59
29 50 64
29 51 43
29 52 18
29 53 3
29 54 67
29 55 49
29 56 35
29 57 59
29 58 12
29 59 39
29 60 58
29 61 3
29 62 12
29 63 8
29 64 59
29 65 40
29 66 2
29 67 74
29 68 60
29 69 65
29 70 20
29 71 66
29 72 32
29 73 42
29 74 50
29 75 72
29 76 73
29 77 42
29 78 52
29 79 23
29 80 36
29 81 6
29 82 50
29 83 51
29 84 52
29 85 56
29 86 71
29 87 74
29 88 50
29 89 28
29 90 9
29 91 64
29 92 60
29 93 11
29 94 35
30 31 14
30 32 36
30 33 73
30 34 38
30 35 38
30 36 75
30 37 62
30 38 20
30 39 4
30 40 17
30 41 12
30 42 11
30 43 19
30 44 7
30 45 29
30 46 31
30 47 57
30 48 34
30 49 75
30 50 74
30 51 31
30 52 61
30 53 24
30 54 60
30 55 47
30 56 63
30 57 15
30 58 56
30 59 52
30 60 21
30 61 21
30 62 62
30 63 5
30 64 1
30 65 12
30 66 16
30 67 3
30 68 67
30 69 70
30 70 26
30 71 66
30 72 19
30 73 65
30 74 67
30 75 27
30 76 38
30 77 65
30 78 38
30 79 59
30 80 37
30 81 56
30 82 17
30 83 47
30 84 16
30 85 54
30 86 71
30 87 67
30 88 40
30 89 17
30 90 63
30 91 2
30 92 56
30 93 73
30 94 67
30 95 62
31 32 67
31 33 52
31 34 21
31 35 6
31 36 10
31 37 54
31 38 10
31 39 24
31 40 31
31 41 74
31 42 1
31 43 30
31 44 20
31 45 32
31 46 53
31 47 54
31 48 70
31 49 48
31 50 36
31 51 9
31 52 19
31 53 46
31 54 3
31 55 52
31 56 44
31 57 32
31 58 1
31 59 7
31 60 70
31 61 28
31 62 61
31 63 16
31 64 21
31 65 75
31 66 2
31 67 53
31 68 2
31 69 33
31 70 33
31 71 56
31 72 11
31 73 26
31 74 36
31 75 17
31 76 22
31 77 8
31 78 7
31 79 70
31 80 35
31 81 53
31 82 61
31 83 22
31 84 73
31 85 51
31 86 24
31 87 10
31 88 46
31 89 21
31 90 32
31 91 5
31 92 2
31 93 46
31 94 66
31 95 3
31 96 35
32 33 9
32 34 29
32 35 46
32 36 17
32 37 31
32 38 40
32 39 55
32 40 29
32 41 10
32 42 50
32 43 37
32 44 50
32 45 34
32 46 5
32 47 2
32 48 11
32 49 12
32 50 31
32 51 19
32 52 71
32 53 69
32 54 63
32 55 9
32 56 27
32 57 69
32 58 35
32 59 59
32 60 57
32 61 72
32 62 43
32 63 33
32 64 56
32 65 5
32 66 37
32 67 59
32 68 57
32 69 44
32 70 48
32 71 59
32 72 49
32 73 67
32 74 3
32 75 9
32 76 8
32 77 16
32 78 71
32 79 31
32 80 54
32 81 66
32 82 75
32 83 45
32 84 60
32 85 32
32 86 41
32 87 6
32 88 62
32 89 31
32 90 58
32 91 32
32 92 53
32 93 24
32 94 45
32 95 32
32 96 8
32 97 31
34 35 75
34 36 26
34 37 45
34 38 73
34 39 43
34 40 13
34 41 20
34 42 67
34 43 15
34 44 43
34 45 75
34 46 44
34 47 19
34 48 26
34 49 38
34 50 40
34 51 11
34 52 13
34 53 53
34 54 47
34 55 12
34 56 54
34 57 32
34 58 69
34 59 28
34 60 53
34 61 36
34 62 38
34 63 61
34 64 52
34 65 21
34 66 37
34 67 39
34 68 40
34 69 70
34 70 21
34 71 29
34 72 42
34 73 50
34 74 71
34 75 48
34 76 47
34 77 30
34 78 65
34 79 12
34 80 24
34 81 7
34 82 31
34 83 41
34 84 71
34 85 62
34 86 41
34 87 12
34 88 53
34 89 7
34 90 56
34 91 69
34 92 72
34 93 47
34 94 72
34 95 65
34 96 58
34 97 41
34 98 59
34 99 19
35 36 37
35 37 1
35 38 57
35 39 39
35 40 43
35 41 14
35 42 5
35 43 24
35 44 18
35 45 67
35 46 3
35 47 1
35 48 37
35 49 52
35 50 70
35 51 50
35 52 56
35 53 69
35 54 2
35 55 32
35 56 70
35 57 69
35 58 14
35 59 42
35 60 63
35 61 54
35 62 1
35 63 66
35 64 25
35 65 71
35 66 44
35 67 47
35 68 58
35 69 15
35 70 17
35 71 35
35 72 33
35 73 58
35 74 48
35 75 5
35 76 21
35 77 46
35 78 10
35 79 47
35 80 30
35 81 10
35 82 13
35 83 26
35 84 18
35 85 43
35 86 7
35 87 69
35 88 8
35 89 12
35 90 62
35 91 59
35 92 28
35 93 66
35 94 27
35 95 31
35 96 16
35 97 9
35 98 50
35 99 59
35 100 51
36 37 57
36 38 64
36 39 4
36 40 30
36 41 40
36 42 20
36 43 59
36 44 14
36 45 47
36 46 23
36 47 20
36 48 38
36 49 21
36 50 61
36 51 39
36 52 47
36 53 19
36 54 12
36 55 21
36 56 27
36 57 3
36 58 23
36 59 34
36 60 19
36 61 39
36 62 53
36 63 18
36 64 19
36 65 67
36 66 4
36 67 59
36 68 73
36 69 7
36 70 25
36 71 12
36 72 15
36 73 27
36 74 34
36 75 47
36 76 14
36 77 14
36 78 23
36 79 69
36 80 69
36 81 50
36 82 2
36 83 51
36 84 72
36 85 5
36 86 27
36 87 38
36 88 63
36 89 73
36 90 19
36 91 74
36 92 56
36 93 17
36 94 28
36 95 41
36 96 36
36 97 24
36 98 65
36 99 49
36 100 2
36 101 65
37 38 53
37 39 40
37 40 74
37 41 70
37 42 58
37 43 54
37 44 20
37 45 72
37 46 32
37 47 15
37 48 45
37 49 35
37 50 65
37 51 72
37 52 1
37 53 59
37 54 73
37 55 42
37 56 15
37 57 50
37 58 68
37 59 47
37 60 1
37 61 15
37 62 26
37 63 45
37 64 55
37 65 64
37 66 20
37 67 53
37 68 14
37 69 18
37 70 49
37 71 42
37 72 53
37 73 19
37 74 36
37 75 54
37 76 46
37 77 69
37 78 36
37 79 8
37 80 7
37 81 9
37 82 29
37 83 20
37 84 14
37 85 29
37 86 42
37 87 22
37 88 59
37 89 16
37 90 12
37 91 38
37 92 14
37 93 72
