300 7168
53 80 6
54 55 36
54 56 21
54 57 30
54 58 43
54 59 68
54 60 69
54 61 38
54 62 3
54 63 43
54 64 37
54 65 4
54 66 60
54 67 29
54 68 35
54 69 26
54 70 22
54 71 7
54 72 33
54 73 8
54 74 72
54 75 34
54 76 20
54 77 46
54 78 25
54 79 15
54 80 49
54 81 54
55 56 75
55 57 48
55 58 42
55 59 35
55 60 61
55 61 18
55 62 38
55 63 62
55 64 58
55 65 40
55 66 4
55 67 44
55 68 45
55 69 37
55 70 29
55 71 46
55 72 30
55 73 3
55 74 16
55 75 2
55 76 15
55 77 62
55 78 42
55 79 72
55 80 22
55 81 31
55 82 67
57 58 3
57 59 60
57 60 73
57 61 17
57 62 75
57 63 19
57 64 19
57 65 39
57 66 25
57 67 50
57 68 16
57 69 12
57 70 75
57 71 21
57 72 9
57 73 24
57 74 27
57 75 67
57 76 74
57 77 71
57 78 22
57 79 75
57 80 47
57 81 52
57 82 70
57 83 58
57 84 51
58 59 73
58 60 16
58 61 26
58 62 29
58 63 43
58 64 67
58 65 22
58 66 33
58 67 75
58 68 55
58 69 25
58 70 2
58 71 12
58 72 41
58 73 30
58 74 36
58 75 55
58 76 52
58 77 65
58 78 10
58 79 8
58 80 11
58 81 72
58 82 48
58 83 69
58 84 9
58 85 29
59 60 68
59 61 21
59 62 39
59 63 9
59 64 72
59 65 26
59 66 14
59 67 13
59 68 73
59 69 14
59 70 22
59 71 59
59 72 39
59 73 44
59 74 58
59 75 65
59 76 54
59 77 69
59 78 73
59 79 57
59 80 28
59 81 40
59 82 54
59 83 48
59 84 67
59 85 18
59 86 21
60 61 15
60 62 21
60 63 42
60 64 11
60 65 63
60 66 54
60 67 68
60 68 71
60 69 50
60 70 33
60 71 68
60 72 71
60 73 17
60 74 57
60 75 72
60 76 49
60 77 61
60 78 31
60 79 51
60 80 61
60 81 7
60 82 41
60 83 9
60 84 1
60 85 65
60 86 15
60 87 54
61 62 59
61 63 74
61 64 75
61 65 56
61 66 50
61 67 13
61 68 10
61 69 63
61 70 20
61 71 3
61 72 74
61 73 18
61 74 55
61 75 47
61 76 17
61 77 12
61 78 52
61 79 5
61 80 2
61 81 42
61 82 18
61 83 20
61 84 38
61 85 67
61 86 62
61 87 4
61 88 19
62 63 27
62 64 17
62 65 54
62 66 55
62 67 72
62 68 31
62 69 51
62 70 12
62 71 4
62 72 27
62 73 56
62 74 1
62 75 21
62 76 43
62 77 32
62 78 38
62 79 51
62 80 73
62 81 56
62 82 53
62 83 38
62 84 69
62 85 53
62 86 12
62 87 60
62 88 73
62 89 52
63 64 34
63 65 28
63 66 17
63 67 61
63 68 15
63 69 49
63 70 13
63 71 36
63 72 23
63 73 40
63 74 13
63 75 34
63 76 8
63 77 48
63 78 43
63 79 65
63 80 22
63 81 20
63 82 42
63 83 58
63 84 19
63 85 17
63 86 11
63 87 2
63 88 31
63 89 45
63 90 39
64 65 71
64 66 25
64 67 26
64 68 49
64 69 7
64 70 46
64 71 39
64 72 16
64 73 69
64 74 65
64 75 40
64 76 72
64 77 27
64 78 39
64 79 51
64 80 53
64 81 26
64 82 48
64 83 29
64 84 32
64 85 8
64 86 70
64 87 26
64 88 42
64 89 55
64 90 8
64 91 5
65 66 55
65 67 41
65 68 67
65 69 42
65 70 55
65 71 24
65 72 64
65 73 24
65 74 6
65 75 33
65 76 59
65 77 5
65 78 55
65 79 10
65 80 37
65 81 34
65 82 21
65 83 16
65 84 30
65 85 22
65 86 36
65 87 14
65 88 41
65 89 30
65 90 72
65 91 64
65 92 71
66 67 46
66 68 14
66 69 21
66 70 45
66 71 52
66 72 48
66 73 14
66 74 68
66 75 14
66 76 58
66 77 72
66 78 18
66 79 63
66 80 45
66 81 40
66 82 56
66 83 45
66 84 48
66 85 12
66 86 54
66 87 20
66 88 49
66 89 60
66 90 58
66 91 13
66 92 37
66 93 50
67 68 6
67 69 1
67 70 36
67 71 19
67 72 21
67 73 68
67 74 51
67 75 55
67 76 11
67 77 34
67 78 51
67 79 21
67 80 57
67 81 42
67 82 10
67 83 63
67 84 50
67 85 23
67 86 31
67 87 10
67 88 47
67 89 72
67 90 72
67 91 72
67 92 8
67 93 39
67 94 26
68 69 61
68 70 22
68 71 2
68 72 53
68 73 30
68 74 12
68 75 73
68 76 6
68 77 3
68 78 12
68 79 73
68 80 41
68 81 13
68 82 25
68 83 54
68 84 40
68 85 31
68 86 51
68 87 53
68 88 52
68 89 73
68 90 11
68 91 44
68 92 14
68 93 5
68 94 65
68 95 50
69 70 5
69 71 35
69 72 61
69 73 7
69 74 9
69 75 47
69 76 21
69 77 65
69 78 33
69 79 66
69 80 53
69 81 54
69 82 35
69 83 1
69 84 1
69 85 25
69 86 55
69 87 19
69 88 69
69 89 51
69 90 47
69 91 9
69 92 37
69 93 42
69 94 20
69 95 57
69 96 60
71 72 59
71 73 38
71 74 69
71 75 63
71 76 12
71 77 61
71 78 43
71 79 1
71 80 15
71 81 38
71 82 61
71 83 11
71 84 54
71 85 44
71 86 70
71 87 75
71 88 12
71 89 32
71 90 47
71 91 43
71 92 65
71 93 17
71 94 26
71 95 45
71 96 55
71 97 33
71 98 68
72 73 16
72 74 26
72 75 67
72 76 69
72 77 54
72 78 50
72 79 6
72 80 24
72 81 71
72 82 17
72 83 54
72 84 55
72 85 49
72 86 46
72 87 56
72 88 36
72 89 56
72 90 68
72 91 56
72 92 72
72 93 4
72 94 62
72 95 28
72 96 27
72 97 37
72 98 5
72 99 10
73 74 1
73 75 26
73 76 28
73 77 44
73 78 8
73 79 28
73 80 19
73 81 17
73 82 31
73 83 59
73 84 32
73 85 5
73 86 68
73 87 54
73 88 20
73 89 40
73 90 19
73 91 72
73 92 34
73 93 33
73 94 28
73 95 60
73 96 39
73 97 5
73 98 58
73 99 8
73 100 1
74 75 26
74 76 11
74 77 52
74 78 40
74 79 3
74 80 41
74 81 56
74 82 28
74 83 17
74 84 1
74 85 51
74 86 41
74 87 44
74 88 53
74 89 38
74 90 2
74 91 69
74 92 71
74 93 32
74 94 56
74 95 6
74 96 61
74 97 72
74 98 23
74 99 43
74 100 52
74 101 15
75 76 30
75 77 12
75 78 66
75 79 6
75 80 59
75 81 51
75 82 69
75 83 30
75 84 35
75 85 60
75 86 71
75 87 57
75 88 73
75 89 44
75 90 41
75 91 69
75 92 65
75 93 53
75 94 37
75 95 60
75 96 40
75 97 66
75 98 20
75 99 59
75 100 58
75 101 2
75 102 51
76 77 6
76 78 23
76 79 41
76 80 16
76 81 66
76 82 13
76 83 38
76 84 17
76 85 34
76 86 14
76 87 51
76 88 50
76 89 11
76 90 25
76 91 26
76 92 49
76 93 67
76 94 29
76 95 18
76 96 30
76 97 55
76 98 15
76 99 38
76 100 54
76 101 69
76 102 43
76 103 27
77 78 58
77 79 23
77 80 74
77 81 52
77 82 66
77 83 30
77 84 44
77 85 16
77 86 10
77 87 19
77 88 59
77 89 38
77 90 74
77 91 27
77 92 73
77 93 13
77 94 8
77 95 25
77 96 64
77 97 32
77 98 15
77 99 51
77 100 55
77 101 42
77 102 11
77 103 43
77 104 61
78 79 57
78 80 46
78 81 19
78 82 6
78 83 53
78 84 9
78 85 10
78 86 36
78 87 10
78 88 29
78 89 72
78 90 9
78 91 49
78 92 2
78 93 46
78 94 1
78 95 46
78 96 3
78 97 57
78 98 47
78 99 5
78 100 62
78 101 43
78 102 38
78 103 4
78 104 66
78 105 8
79 80 68
79 81 58
79 82 71
79 83 20
79 84 14
79 85 1
79 86 22
79 87 51
79 88 23
79 89 63
79 90 47
79 91 36
79 92 70
79 93 48
79 94 59
79 95 28
79 96 65
79 97 51
79 98 56
79 99 62
79 100 28
79 101 61
79 102 74
79 103 44
79 104 25
79 105 73
79 106 65
80 81 11
80 82 23
80 83 55
80 84 60
80 85 52
80 86 59
80 87 61
80 88 61
80 89 30
80 90 12
80 91 67
80 92 1
80 93 27
80 94 17
80 95 3
80 96 33
80 97 59
80 98 74
80 99 2
80 100 10
80 101 42
80 102 42
80 103 35
80 104 61
80 105 45
80 106 2
80 107 15
81 82 39
81 83 52
81 84 14
81 85 62
81 86 72
81 87 17
81 88 21
81 89 53
81 90 73
81 91 51
81 92 54
81 93 20
81 94 66
81 95 4
81 96 64
81 97 57
81 98 48
81 99 29
81 100 41
81 101 70
81 102 40
81 103 45
81 104 28
81 105 15
81 106 64
81 107 9
81 108 26
82 83 2
82 84 38
82 85 33
82 86 62
82 87 3
82 88 9
82 89 60
82 90 53
82 91 36
82 92 40
82 93 16
82 94 66
82 95 14
82 96 6
82 97 13
82 98 12
82 99 26
82 100 6
82 101 12
82 102 58
82 103 57
82 104 50
82 105 41
82 106 7
82 107 8
82 108 55
82 109 33
83 84 16
83 85 47
83 86 37
83 87 30
83 88 71
83 89 32
83 90 6
83 91 73
83 92 44
83 93 39
83 94 12
83 95 72
83 96 70
83 97 28
83 98 43
83 99 25
83 100 39
83 101 32
83 102 60
83 103 73
83 104 30
83 105 30
83 106 21
83 107 52
83 108 50
83 109 14
83 110 63
85 86 45
85 87 57
85 88 26
85 89 30
85 90 4
85 91 58
85 92 18
85 93 60
85 94 13
85 95 17
85 96 18
85 97 22
85 98 25
85 99 68
85 100 31
85 101 3
85 102 68
85 103 6
85 104 11
85 105 10
85 106 43
85 107 48
85 108 55
85 109 27
85 110 19
85 111 39
85 112 36
86 87 3
86 88 58
86 89 37
86 90 18
86 91 49
86 92 19
86 93 17
86 94 18
86 95 61
86 96 5
86 97 19
86 98 71
86 99 20
86 100 53
86 101 7
86 102 19
86 103 23
86 104 51
86 105 32
86 106 5
86 107 52
86 108 50
86 109 61
86 110 18
86 111 22
86 112 72
86 113 2
87 88 27
87 89 6
87 90 34
87 91 52
87 92 23
87 93 67
87 94 26
87 95 25
87 96 16
87 97 12
87 98 60
87 99 47
87 100 13
87 101 11
87 102 68
87 103 27
87 104 2
87 105 70
87 106 70
87 107 47
87 108 28
87 109 15
87 110 71
87 111 23
87 112 45
87 113 70
87 114 1
88 89 50
88 90 37
88 91 60
88 92 16
88 93 14
88 94 75
88 95 27
88 96 15
88 97 44
88 98 19
88 99 55
88 100 17
88 101 24
88 102 2
88 103 50
88 104 24
88 105 62
88 106 5
88 107 50
88 108 62
88 109 17
88 110 49
88 111 61
88 112 75
88 113 66
88 114 69
88 115 52
89 90 42
89 91 51
89 92 50
89 93 9
89 94 17
89 95 66
89 96 57
89 97 3
89 98 49
89 99 73
89 100 55
89 101 6
89 102 41
89 103 35
89 104 56
89 105 54
89 106 46
89 107 61
89 108 19
89 109 66
89 110 54
89 111 68
89 112 14
89 113 38
89 114 11
89 115 16
89 116 52
90 91 54
90 92 32
90 93 59
90 94 45
90 95 52
90 96 29
90 97 1
90 98 64
90 99 38
90 100 5
90 101 9
90 102 34
90 103 53
90 104 10
90 105 10
90 106 14
90 107 37
90 108 15
90 109 61
90 110 57
90 111 57
90 112 65
90 113 27
90 114 67
90 115 25
90 116 17
90 117 53
91 92 16
91 93 9
91 94 70
91 95 29
91 96 67
91 97 66
91 98 17
91 99 71
91 100 61
91 101 2
91 102 27
91 103 56
91 104 51
91 105 49
91 106 53
91 107 13
91 108 3
91 109 9
91 110 68
91 111 6
91 112 22
91 113 17
91 114 7
91 115 17
91 116 74
91 117 7
91 118 34
92 93 27
92 94 68
92 95 2
92 96 38
92 97 63
92 98 63
92 99 30
92 100 68
92 101 17
92 102 10
92 103 26
92 104 11
92 105 42
92 106 10
92 107 15
92 108 36
92 109 52
92 110 17
92 111 69
92 112 6
92 113 51
92 114 3
92 115 24
92 116 8
92 117 31
92 118 75
92 119 69
93 94 14
93 95 4
93 96 46
93 97 18
93 98 59
93 99 60
93 100 26
93 101 4
93 102 3
