200 3258
13 29 20
13 30 49
13 31 8
13 32 24
14 15 73
14 16 36
14 17 53
14 18 16
14 19 32
14 20 66
14 21 34
14 22 32
14 23 70
14 24 10
14 25 65
14 26 21
14 27 46
14 28 75
14 29 6
14 30 41
14 31 50
14 32 23
14 33 22
15 16 9
15 17 16
15 18 69
15 19 21
15 20 39
15 21 28
15 22 26
15 23 42
15 24 75
15 25 65
15 26 43
15 27 11
15 28 49
15 29 30
15 30 61
15 31 61
15 32 60
15 33 70
15 34 60
16 17 47
16 18 66
16 19 10
16 20 16
16 21 27
16 22 61
16 23 51
16 24 1
16 25 16
16 26 45
16 27 67
16 28 43
16 29 24
16 30 69
16 31 11
16 32 50
16 33 29
16 34 37
16 35 4
17 18 22
17 19 4
17 20 5
17 21 67
17 22 73
17 23 28
17 24 45
17 25 59
17 26 58
17 27 29
17 28 17
17 29 68
17 30 59
17 31 57
17 32 72
17 33 41
17 34 51
17 35 48
17 36 27
18 19 8
18 20 16
18 21 22
18 22 75
18 23 30
18 24 59
18 25 18
18 26 31
18 27 53
18 28 58
18 29 39
18 30 63
18 31 64
18 32 45
18 33 27
18 34 33
18 35 10
18 36 39
18 37 10
19 20 72
19 21 28
19 22 7
19 23 10
19 24 26
19 25 51
19 26 14
19 27 1
19 28 20
19 29 52
19 30 36
19 31 21
19 32 10
19 33 8
19 34 8
19 35 36
19 36 1
19 37 71
19 38 68
21 22 69
21 23 25
21 24 27
21 25 41
21 26 37
21 27 71
21 28 4
21 29 51
21 30 48
21 31 31
21 32 2
21 33 22
21 34 60
21 35 1
21 36 38
21 37 68
21 38 24
21 39 29
21 40 24
22 23 36
22 24 61
22 25 21
22 26 9
22 27 26
22 28 72
22 29 29
22 30 2
22 31 21
22 32 74
22 33 74
22 34 12
22 35 58
22 36 43
22 37 32
22 38 17
22 39 34
22 40 2
22 41 50
23 24 73
23 25 73
23 26 67
23 27 73
23 28 45
23 29 7
23 30 50
23 31 27
23 32 12
23 33 26
23 34 19
23 35 70
23 36 3
23 37 31
23 38 60
23 39 40
23 40 75
23 41 30
23 42 75
24 25 7
24 26 56
24 27 37
24 28 61
24 29 37
24 30 39
24 31 53
24 32 34
24 33 33
24 34 73
24 35 13
24 36 35
24 37 44
24 38 63
24 39 48
24 40 66
24 41 27
24 42 55
24 43 5
25 26 28
25 27 29
25 28 6
25 29 57
25 30 49
25 31 24
25 32 58
25 33 38
25 34 43
25 35 34
25 36 21
25 37 6
25 38 6
25 39 61
25 40 31
25 41 33
25 42 21
25 43 45
25 44 16
26 27 38
26 28 19
26 29 48
26 30 35
26 31 34
26 32 72
26 33 41
26 34 8
26 35 55
26 36 30
26 37 10
26 38 16
26 39 64
26 40 59
26 41 28
26 42 58
26 43 61
26 44 13
26 45 2
27 28 55
27 29 41
27 30 18
27 31 68
27 32 19
27 33 39
27 34 2
27 35 14
27 36 57
27 37 5
27 38 24
27 39 68
27 40 35
27 41 64
27 42 1
27 43 3
27 44 73
27 45 1
27 46 51
28 29 34
28 30 37
28 31 19
28 32 14
28 33 19
28 34 62
28 35 7
28 36 11
28 37 36
28 38 46
28 39 31
28 40 49
28 41 60
28 42 43
28 43 27
28 44 12
28 45 29
28 46 43
28 47 28
29 30 49
29 31 23
29 32 23
29 33 74
29 34 68
29 35 58
29 36 29
29 37 61
29 38 39
29 39 50
29 40 57
29 41 53
29 42 28
29 43 56
29 44 48
29 45 6
29 46 24
29 47 12
29 48 21
31 32 21
31 33 20
31 34 64
31 35 75
31 36 12
31 37 42
31 38 5
31 39 50
31 40 73
31 41 45
31 42 61
31 43 12
31 44 27
31 45 10
31 46 45
31 47 9
31 48 38
31 49 56
31 50 8
32 33 49
32 34 31
32 35 49
32 36 20
32 37 48
32 38 66
32 39 55
32 40 22
32 41 8
32 42 41
32 43 56
32 44 1
32 45 10
32 46 21
32 47 9
32 48 26
32 49 34
32 50 42
32 51 5
33 34 21
33 35 27
33 36 26
33 37 16
33 38 3
33 39 44
33 40 7
33 41 24
33 42 21
33 43 3
33 44 46
33 45 4
33 46 70
33 47 47
33 48 20
33 49 56
33 50 20
33 51 7
33 52 21
34 35 48
34 36 63
34 37 24
34 38 47
34 39 54
34 40 32
34 41 14
34 42 15
34 43 67
34 44 61
34 45 50
34 46 69
34 47 21
34 48 33
34 49 29
34 50 6
34 51 38
34 52 49
34 53 10
35 36 11
35 37 57
35 38 58
35 39 6
35 40 18
35 41 33
35 42 58
35 43 13
35 44 40
35 45 61
35 46 34
35 47 53
35 48 50
35 49 11
35 50 20
35 51 16
35 52 55
35 53 9
35 54 48
36 37 51
36 38 16
36 39 54
36 40 68
36 41 41
36 42 38
36 43 18
36 44 8
36 45 24
36 46 55
36 47 14
36 48 34
36 49 13
36 50 74
36 51 2
36 52 75
36 53 49
36 54 31
36 55 42
37 38 5
37 39 37
37 40 39
37 41 22
37 42 28
37 43 12
37 44 31
37 45 37
37 46 48
37 47 1
37 48 72
37 49 37
37 50 56
37 51 48
37 52 50
37 53 4
37 54 20
37 55 27
37 56 66
38 39 23
38 40 26
38 41 72
38 42 75
38 43 60
38 44 66
38 45 72
38 46 30
38 47 26
38 48 19
38 49 49
38 50 37
38 51 22
38 52 9
38 53 2
38 54 20
38 55 48
38 56 36
38 57 16
39 40 14
39 41 63
39 42 25
39 43 60
39 44 11
39 45 57
39 46 28
39 47 43
39 48 36
39 49 34
39 50 65
39 51 26
39 52 43
39 53 54
39 54 39
39 55 1
39 56 9
39 57 11
39 58 25
41 42 15
41 43 21
41 44 55
41 45 71
41 46 4
41 47 49
41 48 26
41 49 1
41 50 44
41 51 15
41 52 61
41 53 22
41 54 50
41 55 22
41 56 31
41 57 57
41 58 48
41 59 54
41 60 28
42 43 17
42 44 75
42 45 42
42 46 35
42 47 68
42 48 36
42 49 57
42 50 6
42 51 31
42 52 12
42 53 23
42 54 62
42 55 14
42 56 48
42 57 72
42 58 40
42 59 25
42 60 25
42 61 74
43 44 26
43 45 1
43 46 34
43 47 63
43 48 13
43 49 62
43 50 1
43 51 55
43 52 10
43 53 15
43 54 34
43 55 9
43 56 12
43 57 57
43 58 58
43 59 42
43 60 41
43 61 13
43 62 25
44 45 58
44 46 37
44 47 52
44 48 49
44 49 37
44 50 53
44 51 11
44 52 48
44 53 52
44 54 27
44 55 9
44 56 23
44 57 25
44 58 71
44 59 38
44 60 4
44 61 12
44 62 15
44 63 19
45 46 20
45 47 23
45 48 28
45 49 62
45 50 23
45 51 32
45 52 60
45 53 66
45 54 16
45 55 14
45 56 62
45 57 24
45 58 54
45 59 21
45 60 66
45 61 55
45 62 9
45 63 74
45 64 26
46 47 58
46 48 23
46 49 51
46 50 27
46 51 28
46 52 39
46 53 4
46 54 2
46 55 69
46 56 9
46 57 52
46 58 36
46 59 51
46 60 12
46 61 2
46 62 49
46 63 9
46 64 29
46 65 28
47 48 12
47 49 25
47 50 43
47 51 66
47 52 1
47 53 10
47 54 28
47 55 13
47 56 17
47 57 62
47 58 5
47 59 20
47 60 9
47 61 31
47 62 17
47 63 57
47 64 29
47 65 48
47 66 9
48 49 17
48 50 3
48 51 45
48 52 56
48 53 72
48 54 1
48 55 48
48 56 32
48 57 33
48 58 71
48 59 62
48 60 32
48 61 20
48 62 53
48 63 42
48 64 40
48 65 53
48 66 14
48 67 30
49 50 51
49 51 13
49 52 7
49 53 69
49 54 27
49 55 22
49 56 34
49 57 60
49 58 29
49 59 36
49 60 35
49 61 52
49 62 70
49 63 25
49 64 53
49 65 4
49 66 66
49 67 3
49 68 71
51 52 44
51 53 5
51 54 38
51 55 70
51 56 68
51 57 22
51 58 75
51 59 58
51 60 57
51 61 52
51 62 19
51 63 72
51 64 59
51 65 18
51 66 12
51 67 28
51 68 22
51 69 40
51 70 28
52 53 36
52 54 24
52 55 14
52 56 11
52 57 15
52 58 16
52 59 7
52 60 72
52 61 70
52 62 45
52 63 27
52 64 18
52 65 45
52 66 23
52 67 28
52 68 27
52 69 36
52 70 19
52 71 33
53 54 22
53 55 7
53 56 49
53 57 15
53 58 20
53 59 15
53 60 50
53 61 48
53 62 22
53 63 44
53 64 46
53 65 29
53 66 44
53 67 59
53 68 69
53 69 19
53 70 61
53 71 8
53 72 68
54 55 59
54 56 69
54 57 50
54 58 27
54 59 46
54 60 8
54 61 54
54 62 3
54 63 27
54 64 51
54 65 12
54 66 51
54 67 1
54 68 57
54 69 43
54 70 37
54 71 66
54 72 41
54 73 56
55 56 44
55 57 13
55 58 27
55 59 64
55 60 24
55 61 55
55 62 73
55 63 22
55 64 6
55 65 21
55 66 73
55 67 61
55 68 63
55 69 8
55 70 18
55 71 4
55 72 57
55 73 46
55 74 48
56 57 55
56 58 33
56 59 41
56 60 2
56 61 39
56 62 23
56 63 46
56 64 74
56 65 29
56 66 3
56 67 32
56 68 55
56 69 11
56 70 75
56 71 27
56 72 3
56 73 39
56 74 34
56 75 43
57 58 12
57 59 49
57 60 56
57 61 72
57 62 1
57 63 34
57 64 46
57 65 67
57 66 67
57 67 59
57 68 30
57 69 27
57 70 37
57 71 49
57 72 52
57 73 52
57 74 12
57 75 69
57 76 24
58 59 18
58 60 22
58 61 39
58 62 32
58 63 10
58 64 63
58 65 21
58 66 16
58 67 32
58 68 73
58 69 62
58 70 24
58 71 8
58 72 70
58 73 5
58 74 35
58 75 58
58 76 30
58 77 64
59 60 28
59 61 23
59 62 22
59 63 5
59 64 28
59 65 69
59 66 59
59 67 64
59 68 9
59 69 8
59 70 14
59 71 4
59 72 40
59 73 57
59 74 60
59 75 4
59 76 26
59 77 57
59 78 66
61 62 14
61 63 25
61 64 10
61 65 62
61 66 5
61 67 40
61 68 71
61 69 21
61 70 49
61 71 11
61 72 17
61 73 71
61 74 21
61 75 16
61 76 67
61 77 21
61 78 26
61 79 36
61 80 31
62 63 74
62 64 19
62 65 28
62 66 52
62 67 74
62 68 27
62 69 59
62 70 33
62 71 1
62 72 55
62 73 53
62 74 39
62 75 26
62 76 17
62 77 49
62 78 30
62 79 33
62 80 25
62 81 48
63 64 69
63 65 12
63 66 49
63 67 22
63 68 3
63 69 21
63 70 26
63 71 71
63 72 58
63 73 42
63 74 50
63 75 47
63 76 58
63 77 8
63 78 33
63 79 61
63 80 45
63 81 19
63 82 75
64 65 74
64 66 72
64 67 14
64 68 14
64 69 59
64 70 33
64 71 66
64 72 4
64 73 65
64 74 19
64 75 10
64 76 28
64 77 20
64 78 73
64 79 30
64 80 19
64 81 32
64 82 8
64 83 56
65 66 7
65 67 68
65 68 60
65 69 41
65 70 75
65 71 21
65 72 51
65 73 14
65 74 72
65 75 8
65 76 7
65 77 22
65 78 75
65 79 72
65 80 23
65 81 11
65 82 32
65 83 7
65 84 12
66 67 36
66 68 13
66 69 70
66 70 5
66 71 39
66 72 2
66 73 2
66 74 3
66 75 31
66 76 24
66 77 11
66 78 34
66 79 16
66 80 38
66 81 62
66 82 60
66 83 60
66 84 45
66 85 41
67 68 70
67 69 74
67 70 19
67 71 24
67 72 64
67 73 40
67 74 61
67 75 20
67 76 15
67 77 5
67 78 21
67 79 8
67 80 29
67 81 22
67 82 65
67 83 61
67 84 5
67 85 67
67 86 17
68 69 23
68 70 27
68 71 42
68 72 53
68 73 40
68 74 73
68 75 61
68 76 54
68 77 28
68 78 54
68 79 61
68 80 26
68 81 44
68 82 58
68 83 29
68 84 20
68 85 43
68 86 47
68 87 13
69 70 21
69 71 73
69 72 2
69 73 36
69 74 60
69 75 3
69 76 3
69 77 69
69 78 37
69 79 15
69 80 14
69 81 16
69 82 36
69 83 57
69 84 58
69 85 64
69 86 28
69 87 52
69 88 23
71 72 28
71 73 56
71 74 32
71 75 57
71 76 18
71 77 32
71 78 74
71 79 39
71 80 36
71 81 65
71 82 66
71 83 23
71 84 39
71 85 65
71 86 70
71 87 10
71 88 57
71 89 3
71 90 58
72 73 48
72 74 3
72 75 73
72 76 66
72 77 32
72 78 12
72 79 48
72 80 42
72 81 73
72 82 17
72 83 19
72 84 2
72 85 31
72 86 28
72 87 23
72 88 74
72 89 5
72 90 46
72 91 65
73 74 14
73 75 26
73 76 70
73 77 6
73 78 15
73 79 7
73 80 45
73 81 66
73 82 24
73 83 72
73 84 1
73 85 66
73 86 69
73 87 17
73 88 37
73 89 36
73 90 23
73 91 13
73 92 53
74 75 39
74 76 28
74 77 60
74 78 52
74 79 32
74 80 74
74 81 51
74 82 4
74 83 28
74 84 10
74 85 57
74 86 3
74 87 20
74 88 21
74 89 38
74 90 36
74 91 23
74 92 70
74 93 46
75 76 34
75 77 28
75 78 24
75 79 75
75 80 62
75 81 62
75 82 45
75 83 11
75 84 21
75 85 1
75 86 51
75 87 17
75 88 9
75 89 12
75 90 24
75 91 19
75 92 17
75 93 51
75 94 54
76 77 51
76 78 14
76 79 57
76 80 40
76 81 13
76 82 60
76 83 75
76 84 13
76 85 53
76 86 27
76 87 74
76 88 6
76 89 59
76 90 47
76 91 57
76 92 48
76 93 51
76 94 3
76 95 21
77 78 40
77 79 20
77 80 70
77 81 18
77 82 25
77 83 26
77 84 39
77 85 26
77 86 54
77 87 45
77 88 24
77 89 37
77 90 7
77 91 9
77 92 72
77 93 50
77 94 14
77 95 45
77 96 50
78 79 2
78 80 54
78 81 59
78 82 59
78 83 47
78 84 32
78 85 1
78 86 47
78 87 7
78 88 23
78 89 45
78 90 13
78 91 10
78 92 1
78 93 25
78 94 29
78 95 63
78 96 47
78 97 7
79 80 42
79 81 72
79 82 43
79 83 29
79 84 15
79 85 36
79 86 39
79 87 28
79 88 63
79 89 3
79 90 61
79 91 44
79 92 66
79 93 26
79 94 10
79 95 38
79 96 58
79 97 9
79 98 67
81 82 54
81 83 61
81 84 33
81 85 58
81 86 39
81 87 73
81 88 44
81 89 40
81 90 2
81 91 2
81 92 15
81 93 70
81 94 46
81 95 31
81 96 53
81 97 58
81 98 13
81 99 11
81 100 17
82 83 40
82 84 1
82 85 25
82 86 13
82 87 46
82 88 57
82 89 33
82 90 34
82 91 31
82 92 44
82 93 18
82 94 56
82 95 15
82 96 69
82 97 25
82 98 72
82 99 57
82 100 49
82 101 13
83 84 8
83 85 62
83 86 45
83 87 38
83 88 61
83 89 23
83 90 22
83 91 11
83 92 31
83 93 5
83 94 8
83 95 53
83 96 35
83 97 19
83 98 38
83 99 5
83 100 24
83 101 37
83 102 15
84 85 62
84 86 48
84 87 49
84 88 12
84 89 15
84 90 36
84 91 56
84 92 55
84 93 38
84 94 38
84 95 71
84 96 73
84 97 1
84 98 17
84 99 40
84 100 7
84 101 37
84 102 3
84 103 55
85 86 50
85 87 26
85 88 10
85 89 28
85 90 17
85 91 6
85 92 20
85 93 28
85 94 56
85 95 19
85 96 3
85 97 3
85 98 49
85 99 44
85 100 71
85 101 3
85 102 57
85 103 49
85 104 34
86 87 10
86 88 28
86 89 1
86 90 15
86 91 41
86 92 51
86 93 15
86 94 68
86 95 53
86 96 3
86 97 37
86 98 23
86 99 29
86 100 51
86 101 66
86 102 10
86 103 44
86 104 71
86 105 73
87 88 60
87 89 75
87 90 66
87 91 29
87 92 22
87 93 14
87 94 5
87 95 28
87 96 4
87 97 70
87 98 6
87 99 56
87 100 48
87 101 22
87 102 2
87 103 11
87 104 22
87 105 20
87 106 2
88 89 62
88 90 61
88 91 7
88 92 24
88 93 48
88 94 10
88 95 54
88 96 57
88 97 53
88 98 15
88 99 52
88 100 51
88 101 28
88 102 55
88 103 68
88 104 10
88 105 70
88 106 55
88 107 52
89 90 66
89 91 29
89 92 67
89 93 59
89 94 54
89 95 35
89 96 69
89 97 24
89 98 45
89 99 6
89 100 34
89 101 49
89 102 19
89 103 69
89 104 60
89 105 41
89 106 1
89 107 47
89 108 23
91 92 8
91 93 13
91 94 8
91 95 47
91 96 75
91 97 63
91 98 4
91 99 52
91 100 39
91 101 42
91 102 53
91 103 19
91 104 33
91 105 26
91 106 25
91 107 22
91 108 52
91 109 7
91 110 69
92 93 56
92 94 38
92 95 9
92 96 32
92 97 13
92 98 35
92 99 2
92 100 49
92 101 55
92 102 56
92 103 51
92 104 10
92 105 8
92 106 43
92 107 42
92 108 36
92 109 2
92 110 39
92 111 53
93 94 37
93 95 26
93 96 54
93 97 22
93 98 46
93 99 28
93 100 23
93 101 51
93 102 20
93 103 31
93 104 30
93 105 48
93 106 58
93 107 26
93 108 64
93 109 31
93 110 42
93 111 58
93 112 46
94 95 33
94 96 17
94 97 63
94 98 52
94 99 8
94 100 34
94 101 32
94 102 71
94 103 59
94 104 48
94 105 54
94 106 37
94 107 66
94 108 17
94 109 41
94 110 29
94 111 55
94 112 27
94 113 63
95 96 58
95 97 51
95 98 66
95 99 2
95 100 53
95 101 62
95 102 16
95 103 36
95 104 17
95 105 15
95 106 73
95 107 16
95 108 34
95 109 69
95 110 50
95 111 47
95 112 42
95 113 16
95 114 19
96 97 15
96 98 45
96 99 39
96 100 32
96 101 29
96 102 14
96 103 53
96 104 61
96 105 31
96 106 48
96 107 42
96 108 6
96 109 29
96 110 39
96 111 31
96 112 43
96 113 24
96 114 18
96 115 31
97 98 58
97 99 35
97 100 25
97 101 35
97 102 14
97 103 26
97 104 10
97 105 27
97 106 60
97 107 32
97 108 70
97 109 61
97 110 36
97 111 62
97 112 13
97 113 51
97 114 72
97 115 30
97 116 17
98 99 42
98 100 20
98 101 18
98 102 28
98 103 69
98 104 19
98 105 20
98 106 34
98 107 26
98 108 30
98 109 61
98 110 1
98 111 27
98 112 73
98 113 60
98 114 49
98 115 37
98 116 74
98 117 16
99 100 68
99 101 47
99 102 15
99 103 34
99 104 75
99 105 51
99 106 57
99 107 8
99 108 34
99 109 62
99 110 40
99 111 22
99 112 50
99 113 32
99 114 38
99 115 36
99 116 26
99 117 71
99 118 44
101 102 33
101 103 65
101 104 51
101 105 15
101 106 63
101 107 50
101 108 35
101 109 8
101 110 68
101 111 6
101 112 3
101 113 40
101 114 21
101 115 27
101 116 9
101 117 58
101 118 65
101 119 46
101 120 6
102 103 63
102 104 37
102 105 63
102 106 69
102 107 3
102 108 28
102 109 66
102 110 50
102 111 44
102 112 33
102 113 10
102 114 56
102 115 32
102 116 24
102 117 41
102 118 43
102 119 42
102 120 18
102 121 74
103 104 38
103 105 46
103 106 68
103 107 47
103 108 46
103 109 30
103 110 37
103 111 49
103 112 75
103 113 26
103 114 65
103 115 51
103 116 62
103 117 62
103 118 49
103 119 27
103 120 32
103 121 55
103 122 24
104 105 31
104 106 9
104 107 21
104 108 37
104 109 70
104 110 28
104 111 26
104 112 58
104 113 55
104 114 65
104 115 67
104 116 42
104 117 25
104 118 11
104 119 28
104 120 54
104 121 63
104 122 46
104 123 20
105 106 48
105 107 32
105 108 13
105 109 41
105 110 71
105 111 51
105 112 36
105 113 46
105 114 5
105 115 61
105 116 71
105 117 47
105 118 65
105 119 69
105 120 4
105 121 23
105 122 23
105 123 4
105 124 40
106 107 44
106 108 15
106 109 39
106 110 18
106 111 53
106 112 51
106 113 33
106 114 53
106 115 50
106 116 21
106 117 42
106 118 72
106 119 57
106 120 28
106 121 35
106 122 28
106 123 46
106 124 17
106 125 30
107 108 5
107 109 63
107 110 51
107 111 70
107 112 72
107 113 72
107 114 20
107 115 73
107 116 63
107 117 55
107 118 72
107 119 51
107 120 63
107 121 56
107 122 9
107 123 46
107 124 36
107 125 58
107 126 49
108 109 16
108 110 32
108 111 33
108 112 41
108 113 64
108 114 31
108 115 29
108 116 55
108 117 45
108 118 42
108 119 27
108 120 67
108 121 33
108 122 13
108 123 24
108 124 25
108 125 24
108 126 68
108 127 29
109 110 69
109 111 32
109 112 74
109 113 24
109 114 18
109 115 40
109 116 54
109 117 22
109 118 28
109 119 32
109 120 21
109 121 17
109 122 11
109 123 7
109 124 23
109 125 68
109 126 31
109 127 4
109 128 28
111 112 57
111 113 29
111 114 52
111 115 23
111 116 28
111 117 10
111 118 3
111 119 57
111 120 21
111 121 11
111 122 49
111 123 43
111 124 70
111 125 15
111 126 27
111 127 47
111 128 22
111 129 8
111 130 27
112 113 50
112 114 27
112 115 27
112 116 15
112 117 67
112 118 13
112 119 48
112 120 28
112 121 66
112 122 58
112 123 20
112 124 65
112 125 50
112 126 37
112 127 16
112 128 37
112 129 74
112 130 62
112 131 59
113 114 59
113 115 72
113 116 20
113 117 11
113 118 25
113 119 42
113 120 12
113 121 52
113 122 52
113 123 15
113 124 50
113 125 47
113 126 29
113 127 39
113 128 54
113 129 71
113 130 74
113 131 31
113 132 3
114 115 16
114 116 30
114 117 13
114 118 22
114 119 33
114 120 39
114 121 9
114 122 38
114 123 41
114 124 70
114 125 44
114 126 32
114 127 38
114 128 40
114 129 42
114 130 58
114 131 35
114 132 71
114 133 19
115 116 32
115 117 25
115 118 17
115 119 32
115 120 60
115 121 68
115 122 66
115 123 57
115 124 4
115 125 35
115 126 3
115 127 60
115 128 26
115 129 62
115 130 68
115 131 21
115 132 51
115 133 30
115 134 7
116 117 67
116 118 72
116 119 58
116 120 47
116 121 64
116 122 46
116 123 72
116 124 51
116 125 35
116 126 10
116 127 5
116 128 61
116 129 61
116 130 68
116 131 59
116 132 56
116 133 4
116 134 71
116 135 58
117 118 25
117 119 4
117 120 20
117 121 68
117 122 67
117 123 27
117 124 42
117 125 16
117 126 63
117 127 4
117 128 5
117 129 4
117 130 32
117 131 13
117 132 70
117 133 37
117 134 8
117 135 47
117 136 67
118 119 33
118 120 13
118 121 39
118 122 5
118 123 69
118 124 61
118 125 68
118 126 55
118 127 25
118 128 25
118 129 23
118 130 25
118 131 17
118 132 45
118 133 12
118 134 37
118 135 4
118 136 28
118 137 19
119 120 55
119 121 29
119 122 19
119 123 55
119 124 22
119 125 21
119 126 16
119 127 41
119 128 28
119 129 59
119 130 13
119 131 50
119 132 38
119 133 57
119 134 55
119 135 56
119 136 17
119 137 64
119 138 58
121 122 18
121 123 5
121 124 13
121 125 4
121 126 25
121 127 51
121 128 36
121 129 72
121 130 63
121 131 60
121 132 8
121 133 37
121 134 64
121 135 55
121 136 63
121 137 44
121 138 12
121 139 5
121 140 75
122 123 4
122 124 46
122 125 35
122 126 66
122 127 40
122 128 6
122 129 16
122 130 4
122 131 6
122 132 72
122 133 71
122 134 43
122 135 72
122 136 14
122 137 49
122 138 74
122 139 75
122 140 70
122 141 6
123 124 27
123 125 55
123 126 20
123 127 54
123 128 38
123 129 8
123 130 50
123 131 38
123 132 10
123 133 8
123 134 31
123 135 33
123 136 27
123 137 9
123 138 64
123 139 45
123 140 8
123 141 22
123 142 56
124 125 42
124 126 27
124 127 25
124 128 62
124 129 21
124 130 21
124 131 32
124 132 53
124 133 9
124 134 18
124 135 7
124 136 32
124 137 13
124 138 53
124 139 22
124 140 72
124 141 55
124 142 73
124 143 70
125 126 49
125 127 5
125 128 4
125 129 31
125 130 42
125 131 52
125 132 6
125 133 39
125 134 42
125 135 48
125 136 60
125 137 22
125 138 34
125 139 35
125 140 70
125 141 37
125 142 49
125 143 64
125 144 47
126 127 35
126 128 25
126 129 10
126 130 9
126 131 15
126 132 54
126 133 45
126 134 24
126 135 61
126 136 39
126 137 4
126 138 45
126 139 57
126 140 45
126 141 47
126 142 59
126 143 48
126 144 51
126 145 42
127 128 63
127 129 57
127 130 48
127 131 43
127 132 33
127 133 42
127 134 75
127 135 58
127 136 9
127 137 4
127 138 24
127 139 1
127 140 13
127 141 30
127 142 75
127 143 25
127 144 16
127 145 49
127 146 29
128 129 11
128 130 56
128 131 11
128 132 35
128 133 61
128 134 32
128 135 29
128 136 13
128 137 35
128 138 36
128 139 26
128 140 46
128 141 26
128 142 60
128 143 33
128 144 59
128 145 15
128 146 12
128 147 11
129 130 61
129 131 57
129 132 56
129 133 56
129 134 16
129 135 43
129 136 30
129 137 41
129 138 31
129 139 14
129 140 73
129 141 7
129 142 17
129 143 53
129 144 59
129 145 42
129 146 50
129 147 48
129 148 64
131 132 13
131 133 27
131 134 18
131 135 2
131 136 15
131 137 64
131 138 20
131 139 58
131 140 52
131 141 30
131 142 72
131 143 8
131 144 25
131 145 23
131 146 72
131 147 64
131 148 66
131 149 3
131 150 35
132 133 12
132 134 53
132 135 54
132 136 11
132 137 44
132 138 47
132 139 35
132 140 65
132 141 34
132 142 60
132 143 71
132 144 4
132 145 34
132 146 60
132 147 22
132 148 57
132 149 21
132 150 61
132 151 23
133 134 70
133 135 74
133 136 66
133 137 32
133 138 40
133 139 37
133 140 57
133 141 32
133 142 51
133 143 29
133 144 31
133 145 75
133 146 18
133 147 68
133 148 50
133 149 1
133 150 75
133 151 54
133 152 52
134 135 26
134 136 22
134 137 61
134 138 54
134 139 26
134 140 42
134 141 27
134 142 12
134 143 12
134 144 62
134 145 20
134 146 49
134 147 59
134 148 64
134 149 17
134 150 29
134 151 4
134 152 57
134 153 23
135 136 55
135 137 17
135 138 13
135 139 47
135 140 74
135 141 48
135 142 11
135 143 16
135 144 49
135 145 3
135 146 10
135 147 66
135 148 42
135 149 61
135 150 28
135 151 9
135 152 60
135 153 48
135 154 37
136 137 58
136 138 37
136 139 54
136 140 22
136 141 63
136 142 71
136 143 27
136 144 72
136 145 30
136 146 69
136 147 34
136 148 26
136 149 57
